title,trending_date,sumDay,id
The Greatest Showman - Never Enough [Official Lyric Video],"['18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.06.02', '18.07.02', '18.08.02', '18.09.02']",8,10
The Killers covering ‘Wonderwall’ by Oasis - Lollapalooza Chile 2018,"['18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03']",10,10
The Making Of Cardi B's Bodak Yellow Video With Picture Perfect | Framework,"['18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02']",11,10
The Making of a Song – “Gorgeous”,['17.14.11'],1,10
The Making of a Song: “Delicate” – watch more on Taylor Swift NOW,"['17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11']",13,10
The Man of the Woods Tour Trailer,"['18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01', '18.18.01', '18.19.01']",8,10
The National - 'Sleep Well Beast',"['17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12']",13,10
The National - 'Walk It Back',"['18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01']",9,10
The Neighbourhood - Scary Love,"['18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04']",30,10
The New Snapchat in 60 Seconds,"['17.30.11', '17.01.12', '17.02.12', '17.03.12', '17.04.12', '17.05.12', '17.06.12', '17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12', '17.12.12', '17.13.12']",14,10
The Script - Arms Open (Acoustic) [Audio],"['17.14.11', '17.15.11', '17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11']",10,10
The Voidz - Leave It In My Dreams (Audio),"['18.25.01', '18.26.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02']",10,10
The Weeknd - Call Out My Name (Official Lyric Video),"['18.07.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05']",19,10
The Weeknd - Call Out My Name (Official Video),"['18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.18.05', '18.19.05']",33,10
"The Weeknd, Kendrick Lamar - Pray For Me (Audio)","['18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02']",5,10
The Wombats - Cheetah Tongue (Official video),"['18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02']",12,10
The reputation Secret Sessions,"['17.14.11', '17.15.11']",2,10
Thirty Seconds To Mars - Dangerous Night (Audio),"['18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02']",29,10
Thirty Seconds To Mars - Rescue Me (Official Music Video),"['18.13.06', '18.14.06']",2,10
Thirty Seconds To Mars - Walk On Water (Official Music Video),"['17.14.11', '17.15.11', '17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11']",9,10
This Is Me - Cover by Shoshana Bean Featuring Travis Wall,"['18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",15,10
This is Me [Dave Aude Remix] (from The Greatest Showman Soundtrack),"['18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03']",31,10
Thunder Christmas Day Official Music Video - Single out December 1st,"['17.14.11', '17.15.11', '17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11']",9,10
"Tinashe - Me So Bad (Official Video) ft. Ty Dolla $ign, French Montana","['18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05']",30,10
Tinashe - No Drama (Official Video) ft. Offset,"['18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.12.02', '18.13.02', '18.14.02']",22,10
Tommy No 1 + Eddie Too Tall - Falling on Your Arse in 1999 (Full Album),"['18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01']",8,10
Top Hits of 2017 in 4 minutes - Us The Duo,"['17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01']",16,10
Tory Lanez Kills The 5 Fingers of Death (9 Minute Freestyle),"['18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04']",27,10
Tour Documentary - Episode 3,"['17.15.11', '17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11', '17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11']",13,10
Tracey Thorn - Queen (Official Video),"['18.24.01', '18.25.01', '18.26.01', '18.27.01']",4,10
"Travis Scott - Watch (Audio) ft. Lil Uzi Vert, Kanye West","['18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06']",24,10
Trippie Redd - Dark Knight Dummo ft. Travis Scott,"['18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03']",33,10
Trixie Mattel - Break Your Heart (Official Music Video),"['18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04']",15,10
"Trouble, Drake, Mike WiLL Made-It - Bring It Back","['18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05']",30,10
Troye Sivan - Bloom,"['18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",8,10
Troye Sivan - Bloom (Lyric Video),"['18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06']",33,10
Troye Sivan - My My My!,"['18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01', '18.18.01', '18.19.01', '18.20.01', '18.21.01']",10,10
Troye Sivan - My My My! (Acoustic),"['18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03']",30,10
Troye Sivan - My My My! (Live on SNL),"['18.31.01', '18.01.02', '18.02.02', '18.06.02', '18.07.02', '18.08.02']",6,10
Troye Sivan - The Good Side (Live on SNL),"['18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01']",9,10
Troye Sivan My My My! Official Lyrics & Meaning | Verified,"['18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02']",8,10
Trump vs Talking Heads,['17.02.12'],1,10
Trump vs Talking Heads - Swedemason,"['17.03.12', '17.04.12', '17.05.12', '17.06.12', '17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12', '17.12.12', '17.13.12', '17.14.12']",12,10
Ty Dolla $ign - Clout feat. 21 Savage [Lyric Video],"['18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.15.05', '18.15.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",36,10
Ty Dolla $ign - Ex ft. YG [Music Video],"['18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.06.02', '18.07.02', '18.08.02', '18.09.02']",15,10
Ty Dolla $ign - Pineapple feat. Gucci Mane & Quavo [Lyric Video],"['18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05']",30,10
Ty Dolla $ign - Side Effects [Music Video],"['17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12']",16,10
U2 - Get Out Of Your Own Way (Official Video),"['18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.06.02', '18.07.02']",15,10
Uncle Murda Rap Up 2017 (WSHH Exclusive - Official Audio),"['18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01']",13,10
Vance Joy - Like Gold [Official Audio],"['17.14.11', '17.15.11', '17.16.11']",3,10
Veno - Dolce (Official Music Video),"['18.14.04', '18.15.04', '18.16.04']",3,10
Virtual Self - Ghost Voices (Official Music Video),"['18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04']",20,10
Virtual Self - Ghost Voices [Audio],"['17.14.11', '17.15.11', '17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11']",9,10
Volar - Jaime Ciero,"['17.26.11', '17.27.11', '17.28.11', '17.29.11', '17.30.11', '17.01.12', '17.02.12', '17.03.12', '17.04.12', '17.05.12']",10,10
WINNER - ‘EVERYDAY’ M/V,"['18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05']",29,10
WINNER - ‘하루하루(HARU HARU)’ + ‘REALLY REALLY’ in 2017 SBS Gayodaejun,"['17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01']",15,10
Wale - Staying Power (Official Music Video),"['18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04']",30,10
Walk On Water (Official Video Teaser),"['17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01']",20,10
Wanna One (워너원) - 'BOOMERANG (부메랑)' M/V,"['18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",19,10
Wanna One (워너원) - '약속해요 (I.P.U.)' M/V l Special Theme Track,"['18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03']",13,10
Wanna One (워너원) - '켜줘 (Light)' M/V,"['18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",10,10
Wanna One (워너원) - '켜줘(Light)' M/V Teaser,"['18.02.06', '18.03.06', '18.04.06']",3,10
Waterparks Lucky People (Official Music Video),"['17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12']",16,10
Weezer - Africa,"['18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06']",5,10
"Whethan, Dua Lipa - High (Audio)","['18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03']",37,10
Will Smith - Icon,"['18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03']",16,10
XXXTENTACION - SAD!,"['18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",22,10
YBN Nahmir x YBN Almighty Jay No Hook  (Prod by Hoodzone),"['17.05.12', '17.06.12', '17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12', '17.12.12']",8,10
"YG - Big Bank (Audio) ft. 2 Chainz, Big Sean, Nicki Minaj","['18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",16,10
Yandel - Sólo Mía (Official Video) ft. Maluma,"['18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03']",35,10
Years & Years - If You're Over Me (Official video),"['18.16.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",31,10
Years & Years - Sanctify (Official Video),"['18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",31,10
Yo Gotti - Juice,"['17.02.12', '17.03.12', '17.04.12', '17.05.12', '17.06.12', '17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12', '17.12.12']",11,10
You Make It Feel Like Christmas (Live From “Gwen Stefani’s You Make It Feel Like Christ...,"['17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12']",17,10
Young Fathers - In My View (Official Video),"['18.18.01', '18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01']",12,10
Young Fathers - Lord (Official Video),"['17.25.11', '17.26.11', '17.27.11', '17.28.11', '17.29.11', '17.30.11', '17.01.12']",7,10
Yubin 숙녀 (淑女) M/V,"['18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",9,10
Yxng Bane - Rihanna (Live) - dscvr ARTISTS TO WATCH 2018,"['17.14.11', '17.15.11', '17.16.11', '17.17.11', '17.18.11']",5,10
ZAYN - Let Me (Official Video),"['18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.18.05', '18.19.05']",33,10
ZHU - Exhale/Stardust (Music Video),"['17.14.11', '17.15.11', '17.16.11']",3,10
"Zedd, Maren Morris, Grey - The Middle (Lyric Video)","['18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01']",8,10
"Zedd, Maren Morris, Grey - The Middle (Official Music Video)","['18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02']",28,10
Zion & Lennox - La Player (Bandolera) I Video Oficial,"['18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03']",25,10
Zion.T – '눈(SNOW) (feat.이문세)' M/V,"['17.05.12', '17.06.12', '17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12', '17.12.12', '17.13.12', '17.14.12', '17.15.12', '17.16.12', '17.17.12']",13,10
[AXIS] KATIE - Remember,"['18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",8,10
[EPISODE] BTS (방탄소년단) 'MIC Drop' MV Shooting,"['17.30.11', '17.01.12', '17.02.12', '17.03.12', '17.04.12', '17.05.12', '17.06.12', '17.07.12', '17.08.12']",9,10
[HD] Christina Aguilera - Whitney Houston TRIBUTE At AMA's 2017,"['17.21.11', '17.22.11', '17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11', '17.29.11', '17.30.11', '17.01.12', '17.02.12', '17.03.12']",13,10
[M/V] SEVENTEEN(세븐틴) - 고맙다(THANKS),"['18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03']",21,10
[M/V] SEVENTEEN(세븐틴) - 박수(CLAP),"['17.17.11', '17.18.11']",2,10
[M/V] 부석순(SEVENTEEN) - 거침없이(Just do it),"['18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04']",29,10
[MIXTAPE] I.M - Fly With Me (MV),"['18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03']",23,10
[MV] (G)I-DLE ((여자)아이들) _ LATATA,"['18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06']",21,10
[MV] B.A.P _ HANDS UP,"['17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12']",16,10
[MV] GFRIEND(여자친구) _ Time for the moon night(밤),"['18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.14.05', '18.16.05', '18.17.05']",7,10
[MV] JBJ _ Call Your Name(부를게),"['18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05']",23,10
[MV] JBJ _ My Flower (꽃이야),"['18.18.01', '18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.06.02', '18.07.02']",13,10
[MV] KARD _ You In Me,"['17.22.11', '17.23.11', '17.24.11', '17.25.11', '17.26.11', '17.27.11', '17.28.11', '17.29.11', '17.30.11', '17.01.12', '17.02.12', '17.03.12', '17.04.12']",13,10
[MV] MAMAMOO (마마무) _ Paint Me (칠해줘),"['18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01']",11,10
[MV] SONAMOO(소나무) _ I (knew it),"['17.14.11', '17.15.11', '17.16.11', '17.17.11']",4,10
[MV] Samuel(사무엘) _ Candy(캔디),"['17.20.11', '17.21.11']",2,10
